City,id,zip,lat,lon,cdd Jan,hdd Jan,cdd Feb,hdd Feb,cdd Mar,hdd Mar,cdd Apr,hdd Apr,cdd May,hdd May,cdd Jun,hdd Jun,cdd Jul,hdd Jul,cdd Aug,hdd Aug,cdd Sep,hdd Sep,cdd Oct,hdd Oct,cdd Nov,hdd Nov,cdd Dec,hdd Dec,zip,lat,lon,cdd Jan 2021,cdd Feb 2021,cdd Mar 2021,cdd Apr 2021,cdd May 2021,cdd Jun 2021,cdd Jul 2021,cdd Aug 2021,cdd Sep 2021,cdd Oct 2021,cdd Nov 2021,cdd Dec 2021,cdd Jan 2022,cdd Feb 2022,cdd Mar 2022,cdd Apr 2022,cdd May 2022,cdd Jun 2022,cdd Jul 2022,cdd Aug 2022,cdd Sep 2022,cdd Oct 2022,cdd Nov 2022,cdd Dec 2022,cdd Jan 2023,cdd Feb 2023,cdd Mar 2023,cdd Apr 2023,cdd May 2023,cdd Jun 2023,cdd Jul 2023,cdd Aug 2023,cdd Sep 2023,cdd Oct 2023,cdd Nov 2023,cdd Dec 2023,hdd Jan 2021,hdd Feb 2021,hdd Mar 2021,hdd Apr 2021,hdd May 2021,hdd Jun 2021,hdd Jul 2021,hdd Aug 2021,hdd Sep 2021,hdd Oct 2021,hdd Nov 2021,hdd Dec 2021,hdd Jan 2022,hdd Feb 2022,hdd Mar 2022,hdd Apr 2022,hdd May 2022,hdd Jun 2022,hdd Jul 2022,hdd Aug 2022,hdd Sep 2022,hdd Oct 2022,hdd Nov 2022,hdd Dec 2022,hdd Jan 2023,hdd Feb 2023,hdd Mar 2023,hdd Apr 2023,hdd May 2023,hdd Jun 2023,hdd Jul 2023,hdd Aug 2023,hdd Sep 2023,hdd Oct 2023,hdd Nov 2023,hdd Dec 2023
"ASTORIA, OR",260,97103,46.12,-123.67,0,640,0,617,0,639,0,514,4,346,14,201,2,94,10,98,3,163,1,348,0,553,0,708,97103,46.12,-123.67,0,0,0,0,0,29,0,7,4,0,0,0,0,0,0,0,0,12,6,23,4,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,657,628,663,474,361,162,123,131,182,383,477,738,616,573,595,541,420,210,79,42,115,281,636,706,648,649,659,526,256,232,80,121,193,381,547,680
"BAKER CITY, OR",261,97814,44.83,-117.76,0,1126,0,1040,0,846,0,682,1,400,58,145,206,2,113,32,14,221,0,547,0,939,0,1208,97814,44.83,-117.76,0,0,0,0,1,114,223,101,11,0,0,0,0,0,0,0,0,45,236,187,32,0,0,0,0,0,0,0,2,14,160,52,0,0,0,0,962,939,760,593,408,84,2,82,273,546,817,1171,1285,1168,773,775,513,202,2,6,161,527,1094,1256,1132,1014,1004,679,280,149,3,9,229,569,907,1197
"BURNS, OR",262,97720,43.59,-118.89,0,1192,0,995,0,925,0,681,4,370,65,141,249,1,145,34,24,227,0,552,0,987,0,1270,97720,43.59,-118.89,0,0,0,0,2,152,307,151,12,0,0,0,0,0,0,0,0,23,238,264,60,0,0,0,0,0,0,0,10,20,203,21,0,0,0,0,1080,939,846,605,373,80,0,63,247,544,770,1162,1187,901,738,769,495,192,2,0,139,478,1229,1409,1309,1146,1191,668,243,152,0,38,296,633,962,1240
"EUGENE, OR",263,97401,44.06,-123.08,0,682,0,638,0,582,2,429,16,240,82,76,208,2,160,5,36,58,2,313,0,597,0,750,97401,44.06,-123.08,0,0,0,0,4,150,215,212,43,0,0,0,0,0,0,0,0,35,207,220,66,5,0,0,0,0,0,5,43,60,201,47,0,0,0,0,625,596,598,359,241,69,0,15,49,349,470,715,708,624,481,504,325,96,5,0,34,207,717,749,712,694,666,423,155,62,0,0,92,382,605,785
"MEDFORD, OR",264,97504,42.33,-122.79,0,696,0,621,0,553,7,359,56,156,221,44,455,0,352,0,138,21,27,251,0,607,0,793,97504,42.33,-122.79,0,0,0,3,49,325,494,358,147,7,0,0,0,0,0,0,13,149,435,453,212,74,0,0,0,0,0,19,106,188,437,244,56,0,0,0,688,602,524,253,105,41,0,0,33,299,524,796,683,590,448,450,241,61,0,0,9,153,669,753,716,670,687,375,122,31,0,0,22,301,628,831
"NORTH BEND, OR",265,97459,43.48,-124.16,2,274,1,278,10,226,41,125,153,29,306,6,453,9,340,47,251,62,117,115,14,311,3,417,97459,43.48,-124.16,4,0,0,66,137,390,488,498,357,106,40,4,0,4,29,3,81,220,407,521,395,244,2,6,1,0,0,55,241,308,463,0,0,0,0,0,214,235,233,82,25,0,0,0,0,16,133,322,311,267,145,164,57,18,23,0,0,7,342,350,298,333,301,130,4,1,5,140,185,322,458,578
"PENDLETON, OR",266,97801,45.73,-118.79,0,846,0,789,0,609,1,480,27,211,166,48,386,0,309,4,63,57,6,325,0,726,0,978,97801,45.73,-118.79,0,0,0,0,6,285,407,276,56,0,0,0,0,0,0,0,2,76,394,427,106,17,0,0,0,0,0,2,72,138,357,223,27,0,0,0,779,833,592,409,206,56,1,11,82,379,602,927,961,755,547,575,307,49,0,0,23,204,866,1046,798,778,687,456,120,39,0,0,67,392,709,962
"PORTLAND, OR",267,97209,45.53,-122.68,0,667,0,626,0,535,5,378,37,169,131,47,269,0,232,3,88,33,15,259,0,541,0,763,97209,45.53,-122.68,0,0,0,1,18,220,257,253,96,0,0,0,0,0,0,0,0,77,282,329,153,45,0,0,0,0,0,14,93,97,269,113,15,0,0,0,617,639,542,281,161,39,0,10,40,303,429,727,718,586,462,451,244,61,0,0,7,148,624,797,666,653,600,403,103,42,0,0,52,327,569,765
"REDMOND, OR",268,97756,44.26,-121.22,0,658,0,615,0,434,14,302,100,75,351,8,644,2,442,1,208,59,64,220,0,640,0,889,97756,44.26,-121.22,0,0,0,17,77,481,699,555,257,32,0,0,0,0,0,0,33,231,597,717,366,159,0,0,0,0,0,24,191,340,635,54,0,0,0,0,592,659,417,235,67,12,0,0,0,127,440,776,772,581,372,384,128,11,6,0,0,62,704,891,611,604,512,287,29,1,0,4,176,470,775,1001
"SALEM, OR",269,97301,44.95,-123.0,0,677,0,637,0,590,3,426,25,202,108,69,271,1,189,3,60,48,6,294,0,574,0,733,97301,44.95,-123.0,0,0,0,1,17,200,269,252,75,0,0,0,0,0,0,0,3,58,262,249,99,18,0,0,0,0,0,8,55,65,283,67,5,0,0,0,656,633,622,334,176,58,0,9,40,327,444,693,699,590,473,488,287,81,2,0,20,185,689,740,677,687,675,456,142,68,0,0,85,371,588,765
"ALLENTOWN, PA",270,18102,40.61,-75.48,0,1031,0,906,0,732,6,408,40,175,148,22,323,0,291,1,64,60,4,333,1,679,0,936,18102,40.61,-75.48,0,0,0,6,57,230,282,323,86,12,0,0,0,0,0,0,57,118,354,343,89,0,4,0,0,0,0,13,5,95,334,207,18,0,0,0,1046,1004,705,407,200,18,1,3,38,185,738,802,1228,909,726,473,125,19,0,0,85,420,615,991,820,804,766,343,200,29,0,0,58,395,683,1016
"ALTOONA, PA",271,16602,40.5,-78.4,0,1308,0,1154,0,1044,6,1024,24,731,67,328,161,189,203,97,26,304,0,751,0,1151,0,1198,16602,40.5,-78.4,0,0,0,0,0,67,0,292,65,0,0,0,0,0,0,18,0,40,231,156,0,0,0,0,0,0,0,0,73,95,253,162,13,0,0,0,1033,1345,1462,1091,740,333,428,162,288,973,1588,1303,1694,1360,856,696,768,302,138,130,550,886,1180,1279,1198,756,815,1285,686,350,0,0,73,395,685,1013
"BRADFORD, PA",272,15015,40.63,-80.08,0,1198,0,1030,0,895,3,546,20,306,78,99,104,21,95,22,19,185,4,459,0,808,0,1065,15015,40.63,-80.08,0,0,0,0,21,111,88,161,30,11,0,0,0,0,0,4,34,89,95,108,27,0,0,0,0,0,0,6,6,33,129,16,0,0,0,0,1169,1154,859,575,367,88,43,23,171,289,857,898,1433,1052,865,596,211,84,20,19,162,533,720,1098,992,883,960,466,339,125,1,23,221,555,846,1200
"DU BOIS, PA",273,15801,41.14,-78.73,0,1131,0,971,0,796,10,493,36,247,121,62,210,4,158,3,32,125,5,403,2,747,0,1003,15801,41.14,-78.73,0,0,0,4,43,160,164,231,51,15,0,0,0,0,0,8,43,133,266,154,45,0,5,0,0,0,0,19,21,70,201,89,0,0,0,0,1141,1123,742,494,314,48,11,2,120,256,788,836,1329,1007,787,570,178,61,0,7,119,468,679,1055,922,783,859,416,250,76,0,0,137,485,775,1118
"ERIE, PA",274,16503,42.13,-80.06,0,1079,0,952,0,777,7,486,49,252,150,40,225,0,248,0,74,63,22,311,2,646,0,903,16503,42.13,-80.06,0,0,1,15,69,251,231,321,111,67,0,0,0,0,0,3,62,123,217,230,76,0,5,0,0,0,0,3,16,77,228,193,35,0,0,0,1022,1059,683,464,274,17,0,0,35,182,659,737,1269,964,775,534,186,34,0,0,94,395,622,975,946,832,874,459,295,70,0,0,60,357,658,997
"HARRISBURG, PA",275,17102,40.27,-76.91,0,918,0,770,1,594,23,300,83,114,245,3,441,0,381,0,126,27,20,239,3,587,0,848,17102,40.27,-76.91,0,0,0,11,79,284,406,434,162,61,0,0,0,0,2,3,141,285,429,424,149,0,10,0,0,0,0,56,30,167,488,284,68,0,0,0,919,888,564,310,160,4,0,0,16,106,639,696,1104,782,582,364,61,0,0,0,41,285,507,912,731,640,635,227,122,4,0,0,23,325,615,936
"PHILADELPHIA, PA",276,19103,39.95,-75.17,0,866,0,731,2,566,15,286,83,95,254,1,474,0,436,0,185,9,23,189,3,503,0,766,19103,39.95,-75.17,0,0,4,16,89,303,433,447,201,65,0,0,0,0,1,5,133,285,519,507,235,4,9,0,0,0,0,25,27,175,471,355,120,0,0,0,908,862,552,296,117,0,0,0,6,94,545,613,1011,708,533,336,57,0,0,0,19,240,435,835,679,622,614,227,110,3,0,0,3,232,528,851
"PITTSBURGH, PA",277,15213,40.44,-79.96,0,1077,0,898,0,699,15,438,47,193,148,27,266,0,236,0,67,66,11,342,1,679,0,913,15213,40.44,-79.96,0,0,0,15,60,208,237,294,95,33,0,0,0,0,0,13,60,153,277,222,79,0,4,0,0,0,0,16,20,84,284,191,27,0,0,0,1070,1044,624,429,257,24,1,0,51,204,734,745,1289,931,699,498,128,21,0,0,96,440,630,991,871,718,773,387,195,37,0,0,52,382,674,1002
"SCRANTON, PA",278,18510,41.41,-75.64,0,1065,0,914,0,745,12,408,50,181,143,32,288,1,265,0,77,75,7,332,2,673,0,937,18510,41.41,-75.64,0,0,0,5,60,206,243,304,138,18,0,0,0,0,0,0,74,111,327,320,82,2,7,0,0,0,0,30,16,111,295,172,10,0,0,0,1075,1012,707,421,214,28,3,0,53,191,731,782,1295,928,733,474,108,23,0,0,90,390,586,991,825,802,794,329,220,44,0,0,82,416,701,1037
"WILLIAMSPORT, PA",279,17701,41.23,-77.03,0,1055,0,916,0,734,6,407,45,183,165,18,312,0,278,0,63,62,10,339,2,690,0,965,17701,41.23,-77.03,0,0,0,1,56,219,278,330,85,29,0,0,0,0,0,0,65,143,335,310,87,0,6,0,0,0,0,18,15,132,323,194,18,0,0,0,1046,1028,703,410,215,18,0,0,39,196,734,822,1291,938,728,474,131,8,0,0,76,406,617,1013,829,782,770,336,204,28,0,0,71,416,720,1061
"PROVIDENCE, RI",280,02909,41.82,-71.45,0,1003,0,879,0,742,3,428,34,201,130,38,315,2,308,0,71,44,4,278,2,599,0,882,02909,41.82,-71.45,0,0,0,0,35,221,250,334,116,8,0,0,0,0,0,0,57,118,371,373,67,3,5,0,0,0,0,8,9,52,323,216,30,0,0,0,1015,913,741,434,193,6,7,0,14,171,632,782,1149,872,713,434,157,13,0,0,64,296,534,905,844,852,772,416,252,94,0,0,53,367,631,960
"CHARLESTON, SC",281,29401,32.78,-79.93,9,432,33,274,63,166,99,66,255,9,427,0,545,0,492,0,346,2,99,43,24,228,13,353,29401,32.78,-79.93,8,8,59,84,220,421,493,498,342,166,1,32,13,30,55,67,334,465,537,489,355,71,70,8,5,61,76,145,210,396,604,489,341,60,0,0,450,389,194,88,11,0,0,0,0,38,330,210,553,274,135,70,8,0,0,0,7,74,155,402,292,160,169,39,8,0,0,0,0,16,199,446
"COLUMBIA, SC",282,29202,33.99,-81.03,4,563,13,359,30,232,65,105,218,24,415,0,537,0,489,0,299,3,75,83,12,321,4,484,29202,33.99,-81.03,0,6,34,59,188,415,496,513,289,155,0,11,12,14,23,59,305,492,548,471,309,38,37,0,0,19,34,78,162,338,566,482,298,31,0,0,604,468,242,114,25,0,0,0,0,65,389,323,657,358,215,113,9,0,0,0,8,118,270,578,427,250,238,87,37,0,0,0,0,66,303,552
"FLORENCE, SC",283,29501,34.18,-79.78,5,552,17,363,34,238,74,104,237,27,423,0,572,0,487,0,324,3,74,74,18,302,10,464,29501,34.18,-79.78,0,6,38,71,205,409,509,530,340,159,0,27,14,17,31,64,348,543,655,468,334,31,53,2,2,28,32,87,157,317,551,464,297,33,0,0,586,462,255,115,33,0,0,0,0,40,372,281,644,349,205,101,9,0,0,0,8,126,248,571,427,278,254,97,40,0,0,0,0,55,285,539
"GREENVILLE, SC",284,29601,34.85,-82.4,1,662,3,478,8,319,31,182,139,39,318,0,475,0,415,0,219,13,31,148,6,421,0,583,29601,34.85,-82.4,0,0,9,35,118,357,465,434,252,86,0,0,3,0,3,27,199,374,493,411,204,4,18,0,0,10,13,32,100,222,468,399,200,3,0,0,688,599,319,189,52,0,0,0,10,95,477,394,762,497,304,181,11,0,0,0,28,210,375,691,535,338,333,177,53,0,0,0,0,138,412,664
"ABERDEEN, SD",285,57401,45.46,-98.48,0,1488,0,1434,0,1099,0,730,52,216,243,10,270,5,213,3,54,114,5,500,0,1005,0,1527,57401,45.46,-98.48,0,0,0,0,49,266,324,252,67,11,0,0,0,0,0,0,18,189,283,215,91,5,0,0,0,0,0,0,89,275,202,171,3,0,0,0,1229,1506,774,607,274,6,0,1,77,416,870,1415,1652,1400,1054,765,250,25,1,9,109,523,1078,1653,1582,1396,1468,818,124,0,14,0,155,562,1068,1514
"HURON, SD",286,57350,44.36,-98.21,0,1418,0,1358,0,1014,3,629,52,208,249,13,286,4,249,2,80,87,8,462,0,949,0,1412,57350,44.36,-98.21,0,0,0,0,38,270,325,286,113,10,0,0,0,0,0,2,26,215,299,255,121,15,0,0,0,0,0,6,93,263,234,207,6,0,0,0,1217,1466,753,566,269,6,1,0,55,388,812,1264,1528,1310,1000,691,233,31,0,6,85,472,1029,1539,1510,1299,1290,629,121,1,11,0,120,525,1006,1432
"PIERRE, SD",287,57501,44.37,-100.32,0,899,0,935,0,638,18,288,295,19,662,0,853,0,673,0,392,26,104,212,5,715,0,1167,57501,44.37,-100.32,0,0,1,48,252,754,1035,860,599,192,0,0,0,0,0,0,229,537,777,875,548,121,16,0,0,0,0,5,404,695,746,285,29,0,0,0,634,1042,323,198,30,0,0,0,0,76,413,952,1059,908,532,332,22,0,0,0,0,93,787,1219,1005,856,1059,335,4,0,0,0,78,467,945,1331
"RAPID CITY, SD",288,57701,44.07,-103.23,0,1150,0,1204,0,970,0,698,7,311,101,52,282,8,237,4,67,100,4,475,0,916,0,1277,57701,44.07,-103.23,0,0,0,0,5,161,347,223,86,11,0,0,0,0,0,0,6,99,298,293,110,0,0,0,0,0,0,0,9,43,201,196,6,0,0,0,1084,1436,795,650,373,17,0,12,79,441,728,1198,1178,1131,938,752,373,95,1,0,91,469,1077,1390,1187,1045,1177,692,187,43,23,0,129,514,944,1242
"SIOUX FALLS, SD",289,57105,43.52,-96.74,0,1373,0,1324,0,948,13,560,74,176,286,8,322,1,252,0,77,78,11,429,1,905,1,1357,57105,43.52,-96.74,0,0,0,6,57,317,335,300,100,12,0,3,0,0,0,3,55,240,347,267,124,20,3,0,0,0,0,29,110,302,284,190,8,0,0,0,1211,1463,741,495,234,5,0,0,38,349,785,1149,1451,1257,934,638,202,19,1,1,73,419,925,1481,1457,1251,1168,546,91,1,3,0,124,520,1005,1440
"WATERTOWN, SD",290,57201,44.91,-97.16,0,1530,0,1481,0,1129,0,747,36,251,226,21,240,9,150,4,44,143,1,533,0,1026,0,1515,57201,44.91,-97.16,0,0,0,1,25,231,244,183,49,3,0,0,0,0,0,0,17,223,303,169,83,0,0,0,0,0,0,0,67,224,173,97,0,0,0,0,1318,1589,871,659,312,17,1,2,96,443,912,1377,1692,1458,1109,825,285,40,1,7,130,549,1072,1615,1579,1396,1407,757,155,7,26,2,204,606,1094,1552
"BRISTOL, TN",291,37620,36.56,-82.19,5,533,17,322,57,149,168,53,364,1,540,0,664,0,496,0,290,4,115,125,20,371,2,546,37620,36.56,-82.19,4,9,49,171,318,572,647,640,420,269,6,5,9,16,53,149,430,566,641,601,380,77,54,2,3,26,70,183,344,481,704,247,70,0,0,0,537,413,112,71,2,0,0,0,0,19,289,279,663,354,127,62,0,0,0,0,0,54,250,506,400,200,207,27,1,0,0,0,13,301,575,853
"CHATTANOOGA, TN",292,37403,35.05,-85.29,1,643,6,466,9,296,41,158,195,23,377,0,511,0,451,0,240,5,45,138,5,434,0,569,37403,35.05,-85.29,0,3,5,44,151,396,476,469,246,126,0,0,4,0,8,46,256,433,549,461,257,4,16,0,0,14,13,32,178,303,507,423,218,4,0,0,637,562,258,160,28,0,0,0,6,98,487,374,772,503,304,166,6,0,0,0,10,173,379,638,520,334,325,147,36,0,0,0,0,144,436,696
"CROSSVILLE, TN",293,38558,36.01,-84.87,6,481,25,299,69,133,168,33,392,1,558,0,671,0,500,0,299,4,132,106,30,341,14,490,38558,36.01,-84.87,3,14,62,183,343,577,640,625,406,282,5,32,10,6,60,169,470,614,713,617,413,113,85,11,6,55,84,151,364,484,661,258,79,0,0,0,473,386,92,47,0,0,0,0,0,11,264,210,611,322,133,37,0,0,0,0,0,39,220,453,359,188,173,14,2,0,0,0,13,268,538,807
"JACKSON, TN",294,38305,35.7,-88.77,0,746,2,653,10,378,33,228,151,52,357,0,494,0,425,0,207,12,52,150,4,487,8,603,38305,35.7,-88.77,0,1,3,30,105,330,434,433,205,133,3,24,0,0,17,48,180,412,596,410,197,14,9,0,1,4,10,22,168,328,451,432,219,8,0,0,751,822,314,234,90,0,0,0,10,117,542,367,886,678,389,246,19,0,0,0,26,211,483,718,601,459,431,203,47,0,0,0,0,122,435,723
"KNOXVILLE, TN",295,37916,35.95,-83.93,1,763,3,541,4,373,27,224,145,52,306,0,438,0,405,0,190,14,31,192,4,491,1,640,37916,35.95,-83.93,0,0,1,26,118,315,429,434,195,90,0,2,3,0,4,30,195,371,465,402,195,3,13,0,0,10,7,24,123,233,419,378,179,0,0,0,782,653,345,241,92,0,0,0,15,137,566,443,884,572,363,234,10,0,0,0,28,251,433,734,622,397,411,196,55,0,0,0,0,187,475,743
"MEMPHIS, TN",296,38103,35.15,-90.05,1,645,3,581,18,285,50,146,243,16,468,0,575,0,545,0,342,1,84,81,8,397,10,515,38103,35.15,-90.05,0,2,21,51,175,425,525,565,334,163,3,28,0,0,12,69,294,539,662,561,393,52,20,2,2,7,20,31,259,439,539,509,300,36,0,0,651,777,223,168,31,0,0,0,0,72,414,257,770,584,311,136,0,0,0,0,3,105,403,620,513,383,320,134,18,0,0,0,0,65,373,668
"NASHVILLE, TN",297,37212,36.13,-86.8,1,714,5,578,11,342,37,189,185,37,393,0,521,0,454,0,235,7,53,136,5,460,1,593,37212,36.13,-86.8,0,1,7,25,129,395,501,488,243,134,0,4,3,0,23,55,237,453,563,471,267,22,16,0,0,14,4,32,190,330,498,404,194,3,0,0,708,738,290,201,71,0,0,0,8,93,506,353,878,600,344,204,10,0,0,0,12,158,409,670,557,395,391,161,30,0,0,0,0,158,466,756
"ABILENE, TX",298,79605,32.43,-99.78,1,551,7,559,45,229,147,94,328,9,541,0,674,0,594,0,414,0,140,38,17,324,17,430,79605,32.43,-99.78,0,3,25,84,196,470,543,581,454,204,19,45,0,3,46,247,504,639,777,654,467,145,33,6,3,16,65,110,285,515,702,547,320,72,0,0,592,688,196,162,24,0,0,0,0,32,245,193,626,577,274,33,2,0,0,0,0,52,395,500,435,412,216,88,0,0,0,0,0,30,332,596
"ALICE, TX",299,78332,27.75,-98.06,85,196,138,216,177,69,309,9,485,0,654,0,725,0,629,0,495,0,295,5,81,90,115,156,78332,27.75,-98.06,77,97,155,291,440,554,580,628,525,375,91,212,53,39,125,406,593,646,759,651,477,242,113,132,125,277,252,230,423,762,835,609,482,268,39,0,197,267,45,10,0,0,0,0,0,0,63,56,316,324,109,0,0,0,0,0,0,14,179,198,75,58,54,18,0,0,0,0,0,0,29,215
"AMARILLO, TX",300,79109,35.17,-101.89,0,805,0,777,0,488,34,258,140,67,330,7,489,0,405,0,238,4,30,175,2,544,0,717,79109,35.17,-101.89,0,0,0,19,100,336,390,453,298,61,1,0,0,0,1,60,225,405,561,409,286,28,4,0,0,0,0,24,94,250,516,353,130,0,0,0,817,934,464,311,100,2,0,0,9,126,401,514,847,808,513,196,72,13,0,0,2,194,639,770,750,590,487,268,30,5,0,0,1,204,592,866
"AUSTIN, TX",301,78705,30.29,-97.74,9,372,26,395,83,108,197,29,411,0,628,0,722,0,659,0,537,0,243,8,48,179,57,287,78705,30.29,-97.74,3,20,78,172,319,560,595,654,629,294,66,118,0,16,59,269,541,673,775,715,538,255,77,53,24,42,113,149,373,650,797,608,443,179,0,0,350,484,85,45,0,0,0,0,0,4,138,109,463,430,156,3,0,0,0,0,0,21,248,356,304,271,83,39,0,0,0,0,0,0,152,396
"BROWNSVILLE, TX",302,78520,25.96,-97.55,100,117,107,186,223,32,367,3,532,0,628,0,687,0,667,0,547,0,392,0,157,41,142,98,78520,25.96,-97.55,97,112,203,352,483,581,614,705,589,473,196,286,73,52,161,459,593,628,709,698,558,386,188,141,131,156,305,291,521,674,738,598,493,316,88,0,136,240,16,1,0,0,0,0,0,0,11,27,147,202,51,0,0,0,0,0,0,0,112,155,68,116,28,8,0,0,0,0,0,0,0,113
"COLLEGE STATION, TX",303,77840,30.6,-96.31,89,121,115,188,308,21,444,1,692,0,901,0,1028,0,888,0,719,0,474,0,147,82,201,197,77840,30.6,-96.31,81,108,319,407,614,837,896,985,834,657,227,403,53,81,276,569,833,995,1127,1057,877,582,214,200,133,156,330,356,628,872,1060,623,445,182,0,0,97,277,1,2,0,0,0,0,0,0,6,19,153,183,39,0,0,0,0,0,0,0,93,180,113,104,22,1,0,0,0,0,0,0,147,391
"CONROE, TX",304,77301,30.32,-95.47,9,424,35,402,67,173,127,53,349,0,552,0,628,0,582,0,386,0,167,33,24,217,62,297,77301,30.32,-95.47,8,28,58,122,311,494,526,590,356,226,15,125,0,14,37,174,431,589,677,587,388,127,58,61,19,62,106,85,304,573,680,569,414,147,0,0,404,464,154,76,0,0,0,0,0,35,245,133,526,484,241,26,0,0,0,0,0,65,263,363,342,259,123,56,0,0,0,0,0,0,142,395
"CORPUS CHRISTI, TX",305,78404,27.77,-97.4,49,221,82,271,171,69,286,9,461,0,587,0,650,0,628,0,525,0,322,3,83,87,94,169,78404,27.77,-97.4,50,67,145,229,387,551,584,630,526,364,94,184,31,28,103,374,523,555,648,654,571,320,115,99,66,152,265,254,473,656,718,600,478,281,39,0,232,328,52,16,0,0,0,0,0,0,76,59,299,334,118,0,0,0,0,0,0,10,157,234,133,151,37,12,0,0,0,0,0,0,28,213
"DALHART, TX",306,79022,36.06,-102.51,5,463,9,471,58,185,186,61,419,5,660,0,841,0,613,0,428,5,164,106,39,377,13,539,79022,36.06,-102.51,0,3,42,142,352,670,746,791,608,289,60,26,1,5,71,238,499,728,917,747,603,202,57,14,14,20,61,178,406,581,859,300,73,0,0,0,470,621,145,85,10,0,0,0,0,8,121,215,501,497,222,25,4,0,0,0,0,22,353,459,417,294,187,73,0,0,0,0,16,287,658,944
"DALLAS, TX",307,75204,32.8,-96.79,4,515,9,520,47,191,105,57,325,6,576,0,728,0,640,0,441,0,170,27,20,288,24,398,75204,32.8,-96.79,0,0,45,81,230,518,618,629,473,237,16,63,0,6,39,162,408,633,813,682,471,180,44,9,12,20,58,73,336,576,753,610,378,92,0,0,544,663,152,90,15,0,0,0,0,15,231,181,594,528,236,23,4,0,0,0,0,47,338,448,408,370,186,58,0,0,0,0,0,19,294,565
"DEL RIO, TX",308,78840,29.37,-100.89,15,277,63,258,158,67,319,6,517,0,727,0,782,0,705,0,530,0,281,5,51,148,45,252,78840,29.37,-100.89,7,82,137,279,493,683,714,746,652,416,94,101,8,37,124,379,600,732,807,748,478,226,59,34,29,71,212,299,459,767,826,622,461,200,1,0,353,283,36,10,0,0,0,0,0,0,58,86,288,290,97,2,0,0,0,0,0,15,239,280,191,201,69,7,0,0,0,0,0,0,146,389
"EL PASO, TX",309,79903,31.79,-106.44,0,567,0,430,12,223,144,38,400,0,609,0,680,0,518,0,377,0,98,50,0,315,0,487,79903,31.79,-106.44,0,1,12,134,374,584,539,516,400,135,0,0,0,0,8,163,432,602,673,532,408,102,0,0,0,0,17,135,395,640,828,507,323,56,0,0,598,373,207,54,0,0,0,0,0,23,223,367,583,496,270,21,0,0,0,0,0,75,358,493,520,422,191,38,0,0,0,0,0,53,365,602
"GALVESTON, TX",310,77551,29.28,-94.83,33,212,34,246,121,64,240,5,456,0,616,0,698,0,658,0,533,0,342,4,98,69,101,162,77551,29.28,-94.83,13,12,92,194,393,585,631,680,547,441,122,210,48,15,93,322,564,704,791,687,561,294,132,93,39,75,178,204,412,560,672,606,492,290,39,0,247,317,64,13,0,0,0,0,0,0,48,40,257,263,82,0,0,0,0,0,0,11,133,234,133,158,47,2,0,0,0,0,0,0,26,213
"HOUSTON, TX",311,77081,29.71,-95.48,20,320,50,335,98,111,176,26,408,0,605,0,672,0,620,0,448,0,228,12,37,155,82,246,77081,29.71,-95.48,12,43,84,159,353,561,597,659,444,316,32,173,6,17,60,242,501,648,712,628,480,194,77,74,41,90,150,126,371,605,707,572,421,175,1,0,310,409,98,46,0,0,0,0,0,5,135,78,393,381,148,5,0,0,0,0,0,31,208,314,257,215,87,26,0,0,0,0,0,0,121,347
"LAREDO, TX",312,78040,27.51,-99.5,51,214,95,234,244,42,392,7,580,0,726,0,810,0,722,0,579,0,375,2,106,87,99,169,78040,27.51,-99.5,36,85,222,383,541,641,661,728,634,471,141,223,39,42,189,483,671,759,904,726,554,335,134,73,77,157,322,311,528,778,864,712,548,318,44,0,243,270,20,0,0,0,0,0,0,0,42,44,269,285,60,0,0,0,0,0,0,6,184,221,131,146,45,20,0,0,0,0,0,0,35,243
"LUBBOCK, TX",313,79414,33.55,-101.92,0,737,0,667,8,381,64,167,218,25,447,0,571,0,454,0,279,1,50,121,3,471,0,614,79414,33.55,-101.92,0,0,4,47,131,439,446,459,334,102,1,0,0,0,15,109,341,474,651,492,319,43,9,0,0,0,5,36,181,429,617,412,185,4,0,0,756,786,347,216,42,0,0,0,2,83,367,417,803,692,432,110,24,0,0,0,0,148,550,650,653,522,364,176,9,0,0,0,0,131,495,774
"LUFKIN, TX",314,75904,31.34,-94.83,5,431,31,396,67,170,117,55,345,0,563,0,664,0,592,0,406,0,173,31,29,235,62,330,75904,31.34,-94.83,0,23,56,99,263,521,564,612,423,270,13,121,0,10,49,167,436,595,723,624,423,149,75,66,16,61,96,84,337,573,704,540,371,100,0,0,454,492,172,83,1,0,0,0,0,27,229,145,501,460,214,26,0,0,0,0,0,56,261,391,339,237,124,55,0,0,0,0,0,10,215,453
"MCALLEN, TX",315,78501,26.21,-98.23,103,152,127,197,258,38,393,7,530,0,653,0,723,0,697,0,573,0,411,1,153,53,133,101,78501,26.21,-98.23,89,130,246,390,478,578,606,691,611,492,164,259,69,49,183,477,605,669,807,738,567,387,187,141,150,203,346,313,507,711,756,662,542,353,107,0,164,242,14,4,0,0,0,0,0,0,23,40,221,243,64,0,0,0,0,0,0,4,135,163,70,107,35,16,0,0,0,0,0,0,0,100
